课程编号,课程名,开课学院,类型,分类,学分,,老师
G07D412I,专业课程设计(全英语),机械工程及自动化学院,必修,实践类课程,2,,王秀凤|李卫东
G07D4130,专业综合实验(全汉语),机械工程及自动化学院,必修,实践类课程,2,,郑敏信|郭 伟
G07D4130,专业综合实验(全汉语),机械工程及自动化学院,必修,实践类课程,2,,李晓利|李大寨
G07D4130,专业综合实验(全汉语),机械工程及自动化学院,必修,实践类课程,2,,吕晓东|关世伟|程 伟|闫光荣|宁 涛|胡毕富
G07D4130,专业综合实验(全汉语),机械工程及自动化学院,必修,实践类课程,2,,董保立|李光军
G07D4130,专业综合实验(全汉语),机械工程及自动化学院,必修,实践类课程,2,,蒋永刚|冯 林
G07D4130,专业综合实验(全汉语),机械工程及自动化学院,必修,实践类课程,2,,邢春香
G07D4130,专业综合实验(全汉语),机械工程及自动化学院,必修,实践类课程,2,,李大寨
G07D4130,专业综合实验(全汉语),机械工程及自动化学院,必修,实践类课程,2,,徐世新|魏 巍
G07D4130,专业综合实验(全汉语),机械工程及自动化学院,必修,实践类课程,2,,李 勋|胡毕富
G08D4160,课程设计(质量管理与可靠性工程)(全汉语),经济管理学院,必修,实践类课程,0.5,,单 伟
G08D4170,课程设计(企业制造战略与综合)(全汉语),经济管理学院,必修,实践类课程,0.5,,邓修权
G08D4190,课程设计（质量管理）(全汉语),经济管理学院,必修,实践类课程,0.5,,宋文燕
G08D4190,课程设计（质量管理）(全汉语),经济管理学院,必修,实践类课程,0.5,,赵吉昌
G13D3310,专业课程设计(全汉语),交通科学与工程学院,必修,实践类课程,3,,陈海兵|张艳来
G13D3310,专业课程设计(全汉语),交通科学与工程学院,必修,实践类课程,3,,田大新
G13D3320,交通调查实习(全汉语),交通科学与工程学院,必修,实践类课程,1,,林庆峰
G13D4110,工程软件训练(全汉语),交通科学与工程学院,必修,实践类课程,1,,孙凌玉
G13D4120,专业课程设计(全汉语),交通科学与工程学院,必修,实践类课程,3,,林海英|单颖春|殷 莎
G13D4120,专业课程设计(全汉语),交通科学与工程学院,必修,实践类课程,3,,徐 斌|姬芬竹|杨世春
G13D4170,交通工程软件训练(全汉语),交通科学与工程学院,必修,实践类课程,1,,陈 鹏
G15D4160,专业课程设计(全汉语),宇航学院,必修,实践类课程,1.5,,孟 偲
G15D4160,专业课程设计(全汉语),宇航学院,必修,实践类课程,1.5,,杨 博
G15D4160,专业课程设计(全汉语),宇航学院,必修,实践类课程,1.5,,覃粒子
G15D4160,专业课程设计(全汉语),宇航学院,必修,实践类课程,1.5,,陈珅艳
G15D4170,专业综合实验(全汉语),宇航学院,必修,实践类课程,1.5,,李露
G15D4170,专业综合实验(全汉语),宇航学院,必修,实践类课程,1.5,,王新龙
G15D4170,专业综合实验(全汉语),宇航学院,必修,实践类课程,1.5,,覃粒子
G15D4170,专业综合实验(全汉语),宇航学院,必修,实践类课程,1.5,,赵国伟
B1B073060,机械设计基础B(2)(全汉语),机械工程及自动化学院,必修,工程基础类,3,,陈心颐
B1B073060,机械设计基础B(2)(全汉语),机械工程及自动化学院,必修,工程基础类,3,,孙明磊
B1B073060,机械设计基础B(2)(全汉语),机械工程及自动化学院,必修,工程基础类,3,,王之栎|马 纲
B1B073060,机械设计基础B(2)(全汉语),机械工程及自动化学院,必修,工程基础类,3,,蒋永刚
B3I14312A,自动控制原理B(全汉语),可靠性与系统工程学院,必修,核心专业类,2.5,,王晓峰
B3I14321A,系统工程基础(全汉语),可靠性与系统工程学院,必修,核心专业类,2,,潘 星
B3I14322A,系统可靠性设计分析(全汉语),可靠性与系统工程学院,必修,核心专业类,2,,杨多明
B2H183010,科技及社会实践（1）(全汉语),北京学院,必修,博雅类,0.5,,吴衍川
B3J103950,个性化科研与工程能力训练（5）(全汉语),生物与医学工程学院,必修,博雅类,0.5,,牛旭锋
50G01030,图像处理(全汉语),宇航学院,选修,公共选修课程,1.5,,游 晖
50G01050,西方音乐史与名曲鉴赏(全汉语),人文社会科学学院,选修,公共选修课程,1.5,,李爱华
50G01120,中国少数民族的历史、宗教与文化(全汉语),马克思主义学院,选修,公共选修课程,1.5,,黄建华
50G01170,CAD与三维设计(全汉语),机械工程及自动化学院,选修,公共选修课程,1,,陈甜甜
50G01240,声乐与合唱艺术(全汉语),人文社会科学学院,选修,公共选修课程,1.5,,苏丹娜
50G01270,国际商法(全汉语),法学院,选修,公共选修课程,1.5,,薄守省|孙新强
B2G010130,清洁生产与可持续发展(全汉语),材料科学与工程学院,选修,一般通识类,1,,朱立群|李卫平
B2G020120,航空电子导航(全汉语),电子信息工程学院,选修,一般通识类,1,,赵 昀
B2G020150,EDA基础(全汉语),电子信息工程学院,选修,一般通识类,1,,王文光
B2G030150,单片机原理及应用(Motorola)(全汉语),自动化科学与电气工程学院,选修,一般通识类,1.5,,张 静
B2G030160,DSP原理及应用(全汉语),自动化科学与电气工程学院,选修,一般通识类,2,,孙 丹
B2G030230,电子自助实验(全汉语),自动化科学与电气工程学院,选修,一般通识类,2,,肖 瑾
B2G030250,基于ARM的现代电子技术实验(全汉语),自动化科学与电气工程学院,选修,一般通识类,1,,黄亚玲
B2G030270,嵌入式应用硬件接口电路实验(全汉语),自动化科学与电气工程学院,选修,一般通识类,1,,李 莉
B2G030280,可编程控制器(PLC)的工作原理及应用(全汉语),自动化科学与电气工程学院,选修,一般通识类,1,,李 可
B2G050120,飞机设计概论(全汉语),航空科学与工程学院,选修,一般通识类,1.5,,周尧明
B2G050150,现代战争中的隐身技术(全汉语),航空科学与工程学院,选修,一般通识类,1,,姬金祖
B2G050150,现代战争中的隐身技术(全汉语),航空科学与工程学院,选修,一般通识类,1,,姬金祖
B2G060130,计算机网络安全技术(全汉语),计算机学院,选修,一般通识类,1.5,,夏春和
B2G060230,分布式虚拟环境(全汉语),计算机学院,选修,一般通识类,1,,周 忠
B2G060240,CUDA编程与应用(全汉语),计算机学院,选修,一般通识类,1,,李吉刚
B2G060260,数字图像工程基础(全汉语),计算机学院,选修,一般通识类,1,,李 波|胡海苗
B2G070120,先进制造技术概论(英语授课)(全英语),机械工程及自动化学院,选修,一般通识类,2,,乔立红
B2G070220,产品创新设计方法导论(全汉语),机械工程及自动化学院,选修,一般通识类,1,,魏 巍
B2G070290,创意创新创业(全汉语),机械工程及自动化学院,选修,一般通识类,1,,王田苗
B2G070310,有趣的机构发明(全汉语),机械工程及自动化学院,选修,一般通识类,1,,于靖军
B2G110210,舞蹈艺术（1）(全汉语),人文社会科学学院,选修,一般通识类,1,,刘峥洋
B2G110250,歌剧欣赏(全汉语),人文社会科学学院,选修,一般通识类,1,,苏丹娜
B2G130110,适航概论(全汉语),交通科学与工程学院,选修,一般通识类,1,,张曙光|柯 鹏
B2G150110,导弹概论(全汉语),宇航学院,选修,一般通识类,1,,周 韬
B2G150210,深空探测导论(全汉语),宇航学院,选修,一般通识类,1.5,,徐世杰|王 悦
B2G190120,开放物理实验(全汉语),物理科学与核能工程学院,选修,一般通识类,2,,唐 芳
B2G270140,围棋基础（1）(全汉语),化学学院,选修,一般通识类,1,,薛 峰
B2G270150,印象北京(全汉语),化学学院,选修,一般通识类,1,,薛 峰
B2G280200,沧桑正道：中国共产党与国家治理能力和治理体系现代化(全汉语),马克思主义学院,选修,一般通识类,2,,马炳涛
B2G510210,大学生团体心理辅导(全汉语),学生处武装部,选修,一般通识类,1,,张 焰
B2G520110,信息检索与网络应用(全汉语),图书馆,选修,一般通识类,1,,冯花朴
B2G560130,音乐剧欣赏与表演实践（1）(全汉语),团委,选修,一般通识类,1,,张冉
B2G560250,戏剧鉴赏（1）(全汉语),团委,选修,一般通识类,1,,钱晓天
B2G560280,职业发展与就业指导（2）(全汉语),招生就业处,选修,一般通识类,1,,陈伟东
B2G560280,职业发展与就业指导（2）(全汉语),招生就业处,选修,一般通识类,1,,刘 睿
B2G560330,健康常识教育(全汉语),校医院,选修,一般通识类,1,,曹丽娟
B2G560370,创业实训（1）(全汉语),校内其它单位,选修,一般通识类,1,,董青春
B2G560380,航模技术(初级)(全汉语),校内其它单位,选修,一般通识类,2,,孙景桥
B2F050170,飞行器安全性与可靠性(全汉语),航空科学与工程学院,必修,核心通识类,1,,傅惠民
B2F050340,固体力学科研训练(全汉语),航空科学与工程学院,必修,核心通识类,1,,郭早阳
B2F100110,医工交叉研究与技术创新方法(全汉语),生物与医学工程学院,必修,核心通识类,1,,樊瑜波|姚 杰
B2F100110,医工交叉研究与技术创新方法(全汉语),生物与医学工程学院,必修,核心通识类,1,,樊瑜波|姚 杰
B2F100110,医工交叉研究与技术创新方法(全汉语),生物与医学工程学院,必修,核心通识类,1,,樊瑜波|姚 杰
B2F100110,医工交叉研究与技术创新方法(全汉语),生物与医学工程学院,必修,核心通识类,1,,樊瑜波|姚 杰
B2F100120,走近月宫一号(全汉语),生物与医学工程学院,必修,核心通识类,1,,刘 红
B2F110150,西方音乐史与名曲鉴赏(全汉语),人文社会科学学院,必修,核心通识类,2,,李爱华
B2F110240,动作语言分析与训练(全汉语),人文社会科学学院,必修,核心通识类,2,,井志伟
B2F120210,语义学(英汉双语),外国语学院,必修,核心通识类,2,,王洪磊
B2F130150,仿生交通导论(全汉语),交通科学与工程学院,必修,核心通识类,2,,田大新
B2F130190,道路与机场工程导论(全汉语),交通科学与工程学院,必修,核心通识类,2,,李 峰
B2F200150,证据法学(全汉语),法学院,必修,核心通识类,2,,初殿清
B2F200230,建设工程法(全汉语),法学院,必修,核心通识类,2,,王天凡
B2F241020,工业系统中的科学技术与实践一：智能机器人(英汉双语),中法工程师学院,必修,核心通识类,1,,马纪明
B2F241030,工业系统中的科学技术与实践二：机械机构建模(英汉双语),中法工程师学院,必修,核心通识类,1,,马纪明
B2F241040,工业系统中的科学技术与实践四：多旋翼无人机(英汉双语),中法工程师学院,必修,核心通识类,1,,马纪明
B2F270130,光电高分子材料与应用(全汉语),化学学院,必修,核心通识类,2,,霍利军
B2F290280,名师研讨课 法律与社会(全汉语),人文与社会科学高等研究院,必修,核心通识类,1,,李亚梅
B2F170140,谐振式传感器(全汉语),仪器科学与光电工程学院,必修,核心通识类,2,,樊尚春
B2F050170,飞行器安全性与可靠性(全汉语),航空科学与工程学院,必修,核心通识类,1,,傅惠民
B2F050340,固体力学科研训练(全汉语),航空科学与工程学院,必修,核心通识类,1,,郭早阳
B2F100110,医工交叉研究与技术创新方法(全汉语),生物与医学工程学院,必修,核心通识类,1,,樊瑜波|姚 杰
B2F100110,医工交叉研究与技术创新方法(全汉语),生物与医学工程学院,必修,核心通识类,1,,樊瑜波|姚 杰
B2F100110,医工交叉研究与技术创新方法(全汉语),生物与医学工程学院,必修,核心通识类,1,,樊瑜波|姚 杰
B2F100110,医工交叉研究与技术创新方法(全汉语),生物与医学工程学院,必修,核心通识类,1,,樊瑜波|姚 杰
B2F100120,走近月宫一号(全汉语),生物与医学工程学院,必修,核心通识类,1,,刘 红
B2F110150,西方音乐史与名曲鉴赏(全汉语),人文社会科学学院,必修,核心通识类,2,,李爱华
B2F110240,动作语言分析与训练(全汉语),人文社会科学学院,必修,核心通识类,2,,井志伟
B2F120210,语义学(英汉双语),外国语学院,必修,核心通识类,2,,王洪磊
B2F130150,仿生交通导论(全汉语),交通科学与工程学院,必修,核心通识类,2,,田大新
B2F130190,道路与机场工程导论(全汉语),交通科学与工程学院,必修,核心通识类,2,,李 峰
B2F170140,谐振式传感器(全汉语),仪器科学与光电工程学院,必修,核心通识类,2,,樊尚春
B2F200150,证据法学(全汉语),法学院,必修,核心通识类,2,,初殿清
B2F200230,建设工程法(全汉语),法学院,必修,核心通识类,2,,王天凡
B2F241020,工业系统中的科学技术与实践一：智能机器人(英汉双语),中法工程师学院,必修,核心通识类,1,,马纪明
B2F241030,工业系统中的科学技术与实践二：机械机构建模(英汉双语),中法工程师学院,必修,核心通识类,1,,马纪明
B2F241040,工业系统中的科学技术与实践四：多旋翼无人机(英汉双语),中法工程师学院,必修,核心通识类,1,,马纪明
B2F270130,光电高分子材料与应用(全汉语),化学学院,必修,核心通识类,2,,霍利军
B2F290280,名师研讨课 法律与社会(全汉语),人文与社会科学高等研究院,必修,核心通识类,1,,李亚梅
B1B05085A,热工基础B(全汉语),航空科学与工程学院,选修,工程基础类,2,,赵竞全
B3J14323A,可靠性试验技术(全汉语),可靠性与系统工程学院,选修,一般专业类,1.5,,王晓红
50G01030,图像处理(全汉语),宇航学院,选修,公共选修课程,1.5,,游 晖
50G01050,西方音乐史与名曲鉴赏(全汉语),人文社会科学学院,选修,公共选修课程,1.5,,李爱华
50G01120,中国少数民族的历史、宗教与文化(全汉语),马克思主义学院,选修,公共选修课程,1.5,,黄建华
50G01170,CAD与三维设计(全汉语),机械工程及自动化学院,选修,公共选修课程,1,,陈甜甜
50G01240,声乐与合唱艺术(全汉语),人文社会科学学院,选修,公共选修课程,1.5,,苏丹娜
50G01270,国际商法(全汉语),法学院,选修,公共选修课程,1.5,,薄守省|孙新强
B2G010130,清洁生产与可持续发展(全汉语),材料科学与工程学院,选修,一般通识类,1,,朱立群|李卫平
B2G020120,航空电子导航(全汉语),电子信息工程学院,选修,一般通识类,1,,赵 昀
B2G020150,EDA基础(全汉语),电子信息工程学院,选修,一般通识类,1,,王文光
B2G030150,单片机原理及应用(Motorola)(全汉语),自动化科学与电气工程学院,选修,一般通识类,1.5,,张 静
B2G030160,DSP原理及应用(全汉语),自动化科学与电气工程学院,选修,一般通识类,2,,孙 丹
